title,magnitude,date_time,cdi,mmi,alert,tsunami,sig,net,nst,dmin,gap,magType,depth,latitude,longitude,location,country
"m 6.6 - 66 km nnw of coquimbo, chile",6.6,1998-03-09 17:37:00,0,6,no alert,0,670,us,0,0.0,0.0,mwc,27.0,-29.45,-71.715,"Coquimbo, Chile",Chile
"m 6.8 - 123 km sse of pondaguitan, philippines",6.8,1998-02-09 08:37:00,0,5,no alert,0,711,us,0,0.0,0.0,mwc,50.0,5.41,126.764,"Pondaguitan, Philippines",Indonesia
"m 7.2 - 3 km e of bah?a de car?quez, ecuador",7.2,1998-04-08 18:59:00,0,7,no alert,0,798,us,0,0.0,0.0,mwc,33.0,-0.593,-80.393,"Bah?a de Car?quez, Ecuador",Ecuador
"m 6.7 - 192 km w of abepura, indonesia",6.7,1998-07-29 18:00:00,0,6,no alert,0,691,us,0,0.0,0.0,mwc,33.0,-2.693,138.901,"Abepura, Indonesia",Indonesia
"m 7.0 - 50 km wnw of aitape, papua new guinea",7.0,1998-07-17 08:49:00,0,7,no alert,0,754,us,0,0.0,0.0,mwc,10.0,-2.961,141.926,"Aitape, Papua New Guinea",Papua New Guinea
"m 7.0 - 52 km se of lata, solomon islands",7.0,1998-07-16 11:56:00,0,7,no alert,0,754,us,0,0.0,0.0,mwc,110.2,-11.04,166.16,"Lata, Solomon Islands",Solomon Islands
"m 6.6 - 24 km e of rust?q, afghanistan",6.6,1998-05-30 06:22:00,0,6,no alert,0,670,us,0,0.0,0.0,mwb,33.0,37.106,70.11,"Rust?q, Afghanistan",Afghanistan
"m 6.6 - 25 km nnw of mizque, bolivia",6.6,1998-05-22 04:48:00,0,8,no alert,0,670,us,0,0.0,0.0,mwb,24.0,-17.731,-65.431,"Mizque, Bolivia",Russian Federation
"m 6.7 - 127 km nnw of palu, indonesia",6.7,1998-05-21 05:34:00,0,6,no alert,0,691,us,0,0.0,0.0,mwb,33.0,0.207,119.584,"Palu, Indonesia",Indonesia
"m 6.6 - 108 km sw of kokopo, papua new guinea",6.6,1998-05-13 23:02:00,0,6,no alert,0,670,us,0,0.0,0.0,mwc,61.4,-5.147,151.714,"Kokopo, Papua New Guinea",Papua New Guinea
"m 7.5 - 254 km sse of ishigaki, japan",7.5,1998-03-05 23:30:00,0,5,no alert,0,865,us,0,0.0,0.0,mwb,33.0,22.306,125.308,"Ishigaki, Japan",Other
"m 6.6 - 43 km ne of san fernando, peru",6.6,1998-03-04 22:01:00,0,5,no alert,0,670,us,0,0.0,0.0,mwc,164.6,-8.148,-74.238,"San Fernando, Peru",Peru
"m 7.0 - 95 km w of pariaman, indonesia",7.0,1998-01-04 17:56:00,0,6,no alert,0,754,us,0,0.0,0.0,mwc,55.7,-0.544,99.261,"Pariaman, Indonesia",Indonesia
"m 6.6 - 52 km ese of kerman, iran",6.6,1998-03-14 19:40:00,0,8,no alert,0,670,us,0,0.0,0.0,mwc,9.0,30.154,57.605,"Kerman, Iran",Russian Federation
"m 7.1 - 34 km sse of antofagasta, chile",7.1,1998-01-30 12:16:00,0,7,no alert,0,776,us,0,0.0,0.0,mwc,42.0,-23.913,-70.207,Ant,Chile
"m 6.7 - 149 km ene of labasa, fiji",6.7,1998-12-01 16:36:00,0,6,no alert,0,691,us,0,0.0,0.0,mwc,23.4,-15.848,-179.376,"Labasa, Fiji",Fiji
"m 6.6 - 47 km ssw of ovalle, chile",6.6,1998-12-01 10:14:00,0,7,no alert,0,670,us,0,0.0,0.0,mwc,34.8,-30.985,-71.41,"Ovalle, Chile",Chile
"m 6.6 - 10 km ssw of san jos? el ?dolo, guatemala",6.6,1998-10-01 08:20:00,0,6,no alert,0,670,us,0,0.0,0.0,mwc,33.0,14.374,-91.473,"San Jos? El ?dolo, Guatemala",Guatemala
"m 7.2 - 117 km n of finschhafen, papua new guinea",7.2,1997-12-22 02:05:00,0,6,no alert,0,798,us,0,0.0,0.0,mwc,179.3,-5.495,147.867,"Finschhafen, Papua New Guinea",Papua New Guinea
"m 7.8 - 156 km s of ust??kamchatsk staryy, russia",7.8,1997-05-12 11:26:00,0,7,no alert,0,936,us,0,0.0,0.0,mwc,33.0,54.841,162.035,"Ust??Kamchatsk Staryy, Russia",Russian Federation
"m 7.0 - 97 km nw of gorontalo, indonesia",7.0,1997-11-25 12:14:00,0,6,no alert,0,754,us,0,0.0,0.0,mwc,24.0,1.241,122.536,"Gorontalo, Indonesia",Indonesia
"m 6.6 - 22 km sw of lithaki?, greece",6.6,1997-11-18 13:07:00,0,7,no alert,0,670,us,0,0.0,0.0,mwc,33.0,37.57,20.656,"Lithaki?, Greece",Other
"m 7.0 - 34 km ese of port-olry, vanuatu",7.0,1997-11-15 18:59:00,0,6,no alert,0,754,us,0,0.0,0.0,mwc,123.1,-15.145,167.375,"Port-Olry, Vanuatu",Vanuatu
"m 6.5 - 13 km nne of san sebasti?n, el salvador",6.5,1997-09-11 22:56:00,0,4,no alert,0,650,us,0,0.0,0.0,mwb,176.4,13.849,-88.808,"San Sebasti?n, El Salvador",El Salvador
m 7.5 - western xizang,7.5,1997-08-11 10:02:00,0,7,no alert,0,865,us,0,0.0,0.0,mwc,33.0,35.069,87.325,western Xizang,Russian Federation
"m 7.2 - 51 km n of barranca, peru",7.2,1997-10-28 06:15:00,0,7,no alert,0,798,us,0,0.0,0.0,mwc,112.0,-4.368,-76.681,"Barranca, Peru",Peru
"m 7.1 - 36 km sw of monte patria, chile",7.1,1997-10-15 01:03:00,0,7,no alert,0,776,us,0,0.0,0.0,mwc,58.0,-30.933,-71.22,"Monte Patria, Chile",Chile
"m 7.8 - 192 km wsw of haveluloto, tonga",7.8,1997-10-14 09:53:00,0,7,no alert,0,936,us,0,0.0,0.0,mwb,167.3,-22.101,-176.772,"Haveluloto, Tonga",Other
"m 6.5 - 18 km e of talisay, philippines",6.5,1997-06-10 12:30:00,0,5,no alert,0,650,us,0,0.0,0.0,mwb,105.6,9.79,125.779,"Talisay, Philippines",Philippines
"m 6.8 - 24 km sw of roncesvalles, colombia",6.8,1997-02-09 12:13:00,0,5,no alert,0,711,us,0,0.0,0.0,mwb,198.7,3.849,-75.749,"Roncesvalles, Colombia",Colombia
"m 6.6 - 64 km nne of angoram, papua new guinea",6.6,1997-08-29 08:14:00,0,6,no alert,0,670,us,0,0.0,0.0,mwc,22.8,-3.562,144.362,"Angoram, Papua New Guinea",Papua New Guinea
"m 6.9 - 4 km ene of el ciruelo, mexico",6.9,1997-07-19 14:22:00,0,6,no alert,0,732,us,0,0.0,0.0,mwb,33.0,16.333,-98.216,"El Ciruelo, Mexico",Mexico
"m 7.0 - 26 km wsw of car?pano, venezuela",7.0,1997-09-07 19:24:00,0,8,no alert,0,754,us,0,0.0,0.0,mwc,19.9,10.598,-63.486,"Car?pano, Venezuela",Russian Federation
"m 6.8 - 52 km wsw of coquimbo, chile",6.8,1997-06-07 09:54:00,0,6,no alert,0,711,us,0,0.0,0.0,mwc,19.0,-30.058,-71.872,"Coquimbo, Chile",Other
"m 6.5 - 5 km ene of churumuco de morelos, mexico",6.5,1997-05-22 07:50:00,0,6,no alert,0,650,us,0,0.0,0.0,mwc,70.0,18.684,-101.604,"Churumuco de Morelos, Mexico",Mexico
"m 6.8 - 99 km s of isangel, vanuatu",6.8,1997-05-21 14:10:00,0,6,no alert,0,711,us,0,0.0,0.0,mwc,57.0,-20.438,169.287,"Isangel, Vanuatu",Other
"m 6.5 - 51 km s of jurm, afghanistan",6.5,1997-05-13 14:13:00,0,4,no alert,0,650,us,0,0.0,0.0,mwb,196.0,36.411,70.945,"Jurm, Afghanistan",Afghanistan
"m 7.3 - 58 km e of q???n, iran",7.3,1997-10-05 07:57:00,0,9,no alert,0,820,us,0,0.0,0.0,mwb,10.0,33.825,59.809,"Q???n, Iran",Russian Federation
"m 6.5 - 49 km n of yigo village, guam",6.5,1997-04-23 19:44:00,0,6,no alert,0,650,us,0,0.0,0.0,mwc,100.8,13.986,144.901,"Yigo Village, Guam",Other
"m 6.7 - 18 km wsw of scarborough, trinidad and tobago",6.7,1997-04-22 09:31:00,0,7,no alert,0,691,us,0,0.0,0.0,mwb,5.0,11.112,-60.892,"Scarborough, Trinidad and Tobago",Trinidad and Tobago
"m 7.7 - 171 km nnw of sola, vanuatu",7.7,1997-04-21 12:02:00,0,6,no alert,0,912,us,0,0.0,0.0,mwc,33.0,-12.584,166.676,"Sola, Vanuatu",Other
"m 6.5 - 49 km w of finschhafen, papua new guinea",6.5,1997-05-04 12:23:00,0,6,no alert,0,650,us,0,0.0,0.0,mwc,69.1,-6.485,147.408,"Finschhafen, Papua New Guinea",Papua New Guinea
"m 6.9 - 121 km e of kinablangan, philippines",6.9,1997-11-03 19:22:00,0,5,no alert,0,732,us,0,0.0,0.0,mwb,10.0,7.742,127.647,"Kinablangan, Philippines",Other
"m 7.1 - 29 km ese of harnai, pakistan",7.1,1997-02-27 21:08:00,0,6,no alert,0,776,us,0,0.0,0.0,mwc,33.0,29.976,68.208,"Harnai, Pakistan",Pakistan
m 6.5 - turkmenistan-iran border region,6.5,1997-04-02 10:37:00,0,8,no alert,0,650,us,0,0.0,0.0,mwc,10.0,37.661,57.291,Turkmenistan-Iran border region,Russian Federation
"m 7.2 - 46 km wnw of el habillal, mexico",7.2,1997-11-01 20:28:00,0,7,no alert,0,798,us,0,0.0,0.0,mwb,33.0,18.219,-102.756,"El Habillal, Mexico",Mexico
"m 6.5 - 131 km w of iwanai, japan",6.5,1996-12-22 14:53:00,0,4,no alert,0,650,us,0,0.0,0.0,mwc,226.5,43.207,138.92,"Iwanai, Japan",Other
"m 6.7 - 17 km sw of miyazaki, japan",6.7,1996-02-12 22:17:00,0,6,no alert,0,691,us,0,0.0,0.0,mwc,49.2,31.789,131.314,"Miyazaki, Japan",Japan
"m 6.9 - 130 km ene of thang, india",6.9,1996-11-19 10:44:00,0,7,no alert,0,732,us,0,0.0,0.0,mwc,33.0,35.345,78.133,"Thang, India",Russian Federation
"m 7.7 - 60 km sw of changuillo, peru",7.7,1996-12-11 16:59:00,0,7,no alert,0,912,us,0,0.0,0.0,mwc,33.0,-14.993,-75.675,"Changuillo, Peru",Peru
"m 6.7 - 5 km se of miyazaki, japan",6.7,1996-10-19 14:44:00,0,7,no alert,0,691,us,0,0.0,0.0,mwc,22.0,31.885,131.468,"Miyazaki, Japan",Japan
"m 6.6 - 20 km sse of nishinoomote, japan",6.6,1996-10-18 10:50:00,0,7,no alert,0,670,us,0,0.0,0.0,mwc,10.0,30.568,131.093,"Nishinoomote, Japan",Japan
"m 6.8 - 90 km s of panguna, papua new guinea",6.8,1996-10-14 23:26:00,0,6,no alert,0,711,us,0,0.0,0.0,mwc,24.0,-7.133,155.568,"Panguna, Papua New Guinea",Solomon Islands
"m 6.8 - 36 km sw of paphos, cyprus",6.8,1996-09-10 13:10:00,0,6,no alert,0,711,us,0,0.0,0.0,mwc,33.0,34.556,32.126,"Paphos, Cyprus",Other
"m 6.6 - 24 km ne of cortes, philippines",6.6,1996-09-20 04:11:00,0,6,no alert,0,670,us,0,0.0,0.0,mwc,33.0,9.454,126.334,"Cortes, Philippines",Philippines
"m 6.6 - 22 km nne of cortes, philippines",6.6,1996-09-20 04:10:00,0,6,no alert,0,670,us,0,0.0,0.0,mwc,33.0,9.463,126.284,"Cortes, Philippines",Philippines
"m 6.8 - 78 km e of hengchun, taiwan",6.8,1996-05-09 23:42:00,0,6,no alert,0,711,us,0,0.0,0.0,mwc,20.0,21.898,121.498,"Hengchun, Taiwan",Russian Federation
"m 6.9 - 62 km wsw of kirakira, solomon islands",6.9,1996-02-08 12:55:00,0,6,no alert,0,732,us,0,0.0,0.0,mwc,33.0,-10.769,161.445,"Kirakira, Solomon Islands",Solomon Islands
"m 7.0 - 220 km nne of palu, indonesia",7.0,1996-07-22 14:19:00,0,6,no alert,0,754,us,0,0.0,0.0,mwc,33.0,1.0,120.45,"Palu, Indonesia",Indonesia
"m 6.6 - 217 km nne of palu, indonesia",6.6,1996-07-16 10:07:00,0,6,no alert,0,670,us,0,0.0,0.0,mwb,33.0,1.016,120.254,"Palu, Indonesia",Indonesia
"m 6.8 - 26 km nne of coyuquilla norte, mexico",6.8,1996-07-15 21:23:00,0,6,no alert,0,711,us,0,0.0,0.0,mwb,18.3,17.6,-100.965,"Coyuquilla Norte, Mexico",Mexico
"m 7.9 - 169 km nne of maumere, indonesia",7.9,1996-06-17 11:22:00,0,4,no alert,0,960,us,0,0.0,0.0,mwc,587.3,-7.137,122.589,"Maumere, Indonesia",Indonesia
"m 7.1 - 8 km nne of palapag, philippines",7.1,1996-11-06 18:22:00,0,6,no alert,0,776,us,0,0.0,0.0,mwc,33.0,12.614,125.154,"Palapag, Philippines",Philippines
"m 7.3 - 46 km ssw of adak, alaska",7.3,1996-10-06 15:24:00,0,7,no alert,0,820,us,0,0.0,0.0,mwc,26.3,51.478,-176.847,"Adak, Alaska",Russian Federation
"m 7.9 - 77 km wsw of adak, alaska",7.9,1996-10-06 04:03:00,0,7,no alert,0,960,us,0,0.0,0.0,mwc,33.0,51.564,-177.632,"Adak, Alaska",Russian Federation
"m 6.7 - 63 km nw of sola, vanuatu",6.7,1996-10-06 01:04:00,0,4,no alert,0,691,us,0,0.0,0.0,mwc,200.1,-13.481,167.13,"Sola, Vanuatu",Vanuatu
"m 7.2 - 58 km wsw of panguna, papua new guinea",7.2,1996-04-29 14:40:00,0,6,no alert,0,798,us,0,0.0,0.0,mwc,44.0,-6.518,154.999,"Panguna, Papua New Guinea",Papua New Guinea
"m 6.6 - 44 km se of antofagasta, chile",6.6,1996-04-19 00:19:00,0,7,no alert,0,670,us,0,0.0,0.0,mwb,49.5,-23.944,-70.093,Ant,Chile
"m 6.7 - 44 km nne of port-olry, vanuatu",6.7,1996-03-17 14:48:00,0,5,no alert,0,691,us,0,0.0,0.0,mwc,164.4,-14.705,167.297,"Port-Olry, Vanuatu",Vanuatu
"m 6.7 - 30 km wsw of villa el carmen, nicaragua",6.7,1996-03-03 16:37:00,0,6,no alert,0,691,us,0,0.0,0.0,mwc,33.0,11.905,-86.772,"Villa El Carmen, Nicaragua",Nicaragua
"m 6.6 - 39 km wsw of masachapa, nicaragua",6.6,1996-03-03 14:55:00,0,6,no alert,0,670,us,0,0.0,0.0,mwc,33.0,11.657,-86.856,"Masachapa, Nicaragua",Other
"m 7.1 - 24 km ssw of santa mar?a chico ometepec, mexico",7.1,1996-02-25 03:08:00,0,7,no alert,0,776,us,0,0.0,0.0,mw,21.1,15.978,-98.07,"Santa Mar?a Chico Ometepec, Mexico",Mexico
"m 7.5 - 123 km wsw of puerto santa, peru",7.5,1996-02-21 12:51:00,0,6,no alert,0,865,us,0,0.0,0.0,mw,10.0,-9.593,-79.587,"Puerto Santa, Peru",Peru
"m 6.5 - 32 km nne of biak, indonesia",6.5,1996-02-17 20:18:00,0,6,no alert,0,650,us,0,0.0,0.0,mw,31.9,-0.917,136.225,"Biak, Indonesia",Indonesia
"m 6.5 - 67 km nnw of insrom, indonesia",6.5,1996-02-17 14:21:00,0,6,no alert,0,650,us,0,0.0,0.0,mw,19.2,-0.567,135.84,"Insrom, Indonesia",Indonesia
"m 6.7 - 123 km e of namie, japan",6.7,1996-02-16 15:22:00,0,4,no alert,0,691,us,0,0.0,0.0,mw,40.8,37.353,142.38,"Namie, Japan",Other
"m 7.2 - 158 km e of kuril??k, russia",7.2,1996-07-02 21:36:00,0,6,no alert,0,798,us,0,0.0,0.0,mw,42.6,45.324,149.892,"Kuril??k, Russia",Other
"m 6.6 - 47 km n of lijiang, china",6.6,1996-03-02 11:14:00,0,10,no alert,0,670,us,0,0.0,0.0,mw,11.1,27.291,100.276,"Lijiang, China",Russian Federation
"m 6.6 - 106 km ne of yelizovo, russia",6.6,1996-01-01 09:57:00,0,7,no alert,0,670,us,0,0.0,0.0,ms,33.0,53.826,159.586,"Yelizovo, Russia",Russian Federation
"m 7.9 - 181 km n of palu, indonesia",7.9,1996-01-01 08:05:00,0,8,no alert,0,960,us,0,0.0,0.0,mw,24.0,0.729,119.931,"Palu, Indonesia",Indonesia
"m 7.1 - 297 km ne of lospalos, timor leste",7.1,1995-12-25 04:43:00,0,6,no alert,0,776,us,0,0.0,0.0,mw,141.9,-6.903,129.151,"Lospalos, Timor Leste",Indonesia
"m 6.5 - 130 km ssw of abepura, indonesia",6.5,1995-12-19 23:28:00,0,6,no alert,0,650,us,0,0.0,0.0,mwb,63.4,-3.703,140.233,"Abepura, Indonesia",Indonesia
"m 7.9 - 128 km ese of kuril??k, russia",7.9,1995-03-12 18:01:00,0,6,no alert,0,960,us,0,0.0,0.0,mw,33.0,44.663,149.3,"Kuril??k, Russia",Other
"m 7.2 - 27 km sse of nuwaybi??, egypt",7.2,1995-11-22 04:15:00,0,9,no alert,0,798,us,0,0.0,0.0,mw,10.0,28.826,34.799,"Nuwaybi??, Egypt",Saudi Arabia
"m 6.7 - 73 km wsw of vallenar, chile",6.7,1995-01-11 00:35:00,0,7,no alert,0,691,us,0,0.0,0.0,mw,19.9,-28.906,-71.417,"Vallenar, Chile",Chile
"m 7.2 - 13 km nw of ocozocoautla de espinosa, mexico",7.2,1995-10-21 02:38:00,0,6,no alert,0,798,us,0,0.0,0.0,mw,159.3,16.84,-93.469,"Ocozocoautla de Espinosa, Mexico",Mexico
"m 6.8 - 71 km ese of naze, japan",6.8,1995-10-19 02:41:00,0,6,no alert,0,711,us,0,0.0,0.0,mw,19.7,28.094,130.148,"Naze, Japan",Other
"m 7.1 - 83 km se of naze, japan",7.1,1995-10-18 10:37:00,0,6,no alert,0,776,us,0,0.0,0.0,mw,28.4,27.929,130.175,"Naze, Japan",Other
"m 8.0 - 5 km e of el colomo, mexico",8.0,1995-09-10 15:35:00,0,8,no alert,0,985,us,0,0.0,0.0,mw,33.0,19.055,-104.205,"El Colomo, Mexico",Mexico
"m 6.8 - 5 km ene of sungai penuh, indonesia",6.8,1995-06-10 18:09:00,0,7,no alert,0,711,us,0,0.0,0.0,mw,33.0,-2.045,101.436,"Sungai Penuh, Indonesia",Indonesia
"m 6.5 - 50 km se of suc?a, ecuador",6.5,1995-03-10 12:44:00,0,7,no alert,0,650,us,0,0.0,0.0,mw,16.7,-2.778,-77.851,"Suc?a, Ecuador",Ecuador
"m 7.0 - 45 km se of suc?a, ecuador",7.0,1995-03-10 01:51:00,0,7,no alert,0,754,us,0,0.0,0.0,mw,24.4,-2.75,-77.881,"Suc?a, Ecuador",Ecuador
"m 6.5 - 81 km w of paramonga, peru",6.5,1995-09-23 22:31:00,0,5,no alert,0,650,us,0,0.0,0.0,mwb,59.9,-10.68,-78.581,"Paramonga, Peru",Peru
"m 7.4 - 5 km n of azoy?, mexico",7.4,1995-09-14 14:04:00,0,7,no alert,0,842,us,0,0.0,0.0,mwb,23.0,16.779,-98.597,"Azoy?, Mexico",Mexico
"m 6.6 - 95 km sw of etchoropo, mexico",6.6,1995-08-28 10:46:00,0,5,no alert,0,670,us,0,0.0,0.0,mwb,12.2,26.092,-110.284,"Etchoropo, Mexico",Other
"m 6.6 - 7 km wsw of neira, colombia",6.6,1995-08-19 21:43:00,0,6,no alert,0,670,us,0,0.0,0.0,mw,119.6,5.139,-75.577,"Neira, Colombia",Colombia
"m 7.2 - 139 km wnw of panguna, papua new guinea",7.2,1995-08-16 23:10:00,0,6,no alert,0,798,us,0,0.0,0.0,mw,33.0,-5.771,154.347,"Panguna, Papua New Guinea",Other
"m 6.6 - 205 km se of kokopo, papua new guinea",6.6,1995-08-16 16:24:00,0,4,no alert,0,670,us,0,0.0,0.0,mw,18.7,-5.429,153.773,"Kokopo, Papua New Guinea",Other
"m 7.7 - 155 km wnw of panguna, papua new guinea",7.7,1995-08-16 10:27:00,0,6,no alert,0,912,us,0,0.0,0.0,mw,30.1,-5.799,154.178,"Panguna, Papua New Guinea",Other
"m 6.7 - 99 km wsw of kokopo, papua new guinea",6.7,1995-08-14 04:37:00,0,6,no alert,0,691,us,0,0.0,0.0,mw,127.9,-4.836,151.515,"Kokopo, Papua New Guinea",Papua New Guinea
"m 8.0 - 36 km nne of antofagasta, chile",8.0,1995-07-30 05:11:00,0,8,no alert,0,985,us,0,0.0,0.0,mw,45.6,-23.34,-70.294,Ant,Chile
"m 6.8 - 158 km w of jinghong, china",6.8,1995-11-07 21:46:00,0,8,no alert,0,711,us,0,0.0,0.0,mw,12.5,21.966,99.196,"Jinghong, China",Myanmar
"m 6.6 - 0 km ese of isangel, vanuatu",6.6,1995-06-29 12:24:00,0,5,no alert,0,670,us,0,0.0,0.0,mw,139.4,-19.544,169.287,"Isangel, Vanuatu",Vanuatu
"m 6.5 - 8 km wnw of galax?dhion, greece",6.5,1995-06-15 00:15:00,0,7,no alert,0,650,us,0,0.0,0.0,mw,14.2,38.401,22.283,"Galax?dhion, Greece",Greece
"m 7.1 - 85 km s of tungor, russia",7.1,1995-05-27 13:03:00,0,9,no alert,0,776,us,0,0.0,0.0,mwb,11.0,52.629,142.827,"Tungor, Russia",Russian Federation
"m 7.7 - 249 km e of vao, new caledonia",7.7,1995-05-16 20:12:00,0,4,no alert,0,912,us,0,0.0,0.0,mw,20.2,-23.008,169.9,"Vao, New Caledonia",Other
"m 6.9 - 27 km nnw of maubara, timor leste",6.9,1995-05-14 11:33:00,0,6,no alert,0,732,us,0,0.0,0.0,mw,11.2,-8.378,125.127,"Maubara, Timor Leste",Indonesia
"m 6.6 - 10 km w of aian?, greece",6.6,1995-05-13 08:47:00,0,9,no alert,0,670,us,0,0.0,0.0,mw,14.0,40.149,21.695,"Aian?, Greece",Greece
"m 7.1 - 14 km ne of cabatuan, philippines",7.1,1995-05-05 03:53:00,0,7,no alert,0,776,us,0,0.0,0.0,mw,16.0,12.626,125.297,"Cabatuan, Philippines",Philippines
